years_after_graduation,section_name,group_name,sic_detailed,sex,number_of_graduates,earnings_median
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale in non-specialised stores,Other retail sale in non-specialised stores,Male,260,31800.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Female,60,17500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",Male,30,29400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of beverages in specialised stores,Retail sale of beverages in specialised stores,Female,25,28500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of beverages in specialised stores,Retail sale of beverages in specialised stores,Male,55,26300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores,Other retail sale of food in specialised stores,Female,55,22300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Other retail sale of food in specialised stores,Other retail sale of food in specialised stores,Male,50,30100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialised stores,Retail sale of automotive fuel in specialised stores,Female,50,43400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of automotive fuel in specialised stores,Retail sale of automotive fuel in specialised stores,Male,65,74100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of computers, peripheral units and software in specialised stores","Retail sale of computers, peripheral units and software in specialised stores",Female,35,33200.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of computers, peripheral units and software in specialised stores","Retail sale of computers, peripheral units and software in specialised stores",Male,80,38500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of hardware, paints and glass in specialised stores","Retail sale of hardware, paints and glass in specialised stores",Female,95,24100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of hardware, paints and glass in specialised stores","Retail sale of hardware, paints and glass in specialised stores",Male,100,24100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores","Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Female,15,30700.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores","Retail sale of carpets, rugs, wall and floor coverings in specialised stores",Male,20,28100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of electrical household appliances in specialised stores,Retail sale of electrical household appliances in specialised stores,Female,25,34900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of electrical household appliances in specialised stores,Retail sale of electrical household appliances in specialised stores,Male,65,27000.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store","Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Female,210,25600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store","Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",Male,130,30700.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of books in specialised stores,Retail sale of books in specialised stores,Female,35,17900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of books in specialised stores,Retail sale of books in specialised stores,Male,25,22100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of newspapers and stationery in specialised stores,Retail sale of newspapers and stationery in specialised stores,Female,80,18100.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of newspapers and stationery in specialised stores,Retail sale of newspapers and stationery in specialised stores,Male,40,20400.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles","Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Female,125,27700.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles","Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",Male,160,30300.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of games and toys in specialised stores,Retail sale of games and toys in specialised stores,Female,25,21900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of games and toys in specialised stores,Retail sale of games and toys in specialised stores,Male,20,25600.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of clothing in specialised stores,Retail sale of clothing in specialised stores,Female,880,25900.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of clothing in specialised stores,Retail sale of clothing in specialised stores,Male,355,28500.0
10,Wholesale and retail trade - repair of motor vehicles and motorcycles,Retail sale of footwear in specialised stores,Retail sale of footwear in specialised stores,Female,75,26600.0
